DID,TS,SID,FID,VR,VY,VB,AVG_VLN,VRY,VYB,VBR,AVG_VLL,IR,IY,IB,AVG_I,R_PF,Y_PF,B_PF,AVG_PF,FREQUENCY,R_KW,Y_KW,B_KW,TOTAL_KW,R_KVA,Y_KVA,B_KVA,TOTAL_KVA,R_KVAR,Y_KVAR,B_KVAR,TOTAL_KVAR,R_THD_V,Y_THD_V,B_THD_V,R_THD_I,Y_THD_I,B_THD_I,RSSI,KWH,KVAH,KVARH
E_AA_Z_B_X_P0005_D4,9/20/2025 6:24,17,V1.0,212.0883184,242.4286799,238.4951501,169.065637,408.5565104,426.5269968,453.8896514,407.3933218,96.75451141,95.44133983,97.28628187,48.45226184,0.936869909,0.950774068,0.85465771,0.884079759,49.91185568,26.59838864,6.400012107,21.49134795,43.34679545,14.36082044,10.89724914,0.842176406,80.4743112,18.55876546,3.669354527,7.862461023,43.40036753,3.553128328,13.33781514,12.89955497,3.630728374,17.1810254,1.404624838,-39.76832011,15.46621424,19.25061196,12.80405266
E_AA_Z_B_X_P0005_D4,9/20/2025 6:24,17,V1.0,252.5002153,240.8073671,225.5255085,231.9292228,349.2475692,405.1813168,409.0235988,415.5288481,1.786842984,138.8650713,106.7999123,101.9037283,0.993391232,0.894082848,0.85925774,0.819508154,50.46467319,15.85365245,8.146159471,21.77202904,61.29348132,28.7815974,17.16874083,27.76157746,35.86674661,2.98464209,14.43728279,12.65400069,37.71868502,2.766355787,4.855213997,8.290999838,10.34381861,7.164005372,3.748355884,-78.25250036,15.63647391,19.35024181,12.90882679
E_AA_Z_B_X_P0005_D4,9/20/2025 6:24,17,V1.0,266.8704313,260.4313456,217.4811312,255.3340349,436.355621,388.6922575,442.825519,402.4204358,90.67746276,107.3729281,143.8962501,95.13114601,0.820282674,0.919618636,0.936985452,0.86525875,50.09036959,2.825371645,6.36540874,15.0149909,46.71515938,23.15005891,15.31709832,6.213229544,45.21827209,13.42671337,5.893517304,9.934302101,44.27275471,3.558295377,4.931164537,13.15178066,6.332366514,13.56875022,14.62344033,-86.91923378,15.76623824,19.47584812,13.03180666
E_AA_Z_B_X_P0005_D4,9/20/2025 6:24,17,V1.0,257.6094041,257.0002627,180.5530415,239.5038851,491.4096842,415.4085865,405.9272615,416.9702054,2.76231542,105.4332253,97.40130797,90.7782167,0.912101366,0.913569487,0.868062639,0.985775189,50.71430919,1.374301407,18.11909715,7.901778676,25.05415907,0.260505161,27.68732616,2.244835363,76.3026741,17.82856291,3.338842913,19.53333201,16.27448373,2.468914885,4.4077702,4.912213852,0.799657447,6.256823329,8.819516887,-49.0443357,15.83583313,19.68779999,13.07701356
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,247.5332793,244.0149075,298.8238325,194.9189334,464.7124299,350.5211924,302.785891,419.5175445,104.248119,101.1629615,104.2130197,100.5993086,0.874190585,0.983654366,0.968599768,0.839418091,49.27057297,14.45242444,15.55508532,5.436795123,49.30374487,0.355615914,23.14334204,29.03743244,39.08742272,8.965764264,20.45082901,12.42903195,37.80667249,7.340844552,4.43085559,1.009108754,15.23555623,3.052629394,0.484119227,-54.82134899,15.97278798,19.79637617,13.1820321
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,244.5851354,171.6583127,240.4943829,251.3623003,431.1552346,379.6812657,416.7557505,404.7261861,103.2484764,94.22195094,95.97867744,31.89191367,0.914349089,0.816980339,0.901662354,0.802028491,49.18966368,4.531391118,2.665692106,25.36146655,78.65749148,20.45246442,8.849152669,13.80544469,14.51426274,14.23326585,2.978085523,25.82372148,11.50891851,5.240775665,4.379451237,0.713433935,4.001881163,16.6628171,0.916500022,-32.96933103,16.19128101,19.83669356,13.21400132
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,230.1937015,217.1859583,255.0206053,167.0697426,452.7753394,420.7454542,449.264294,400.0180944,109.6856573,108.5109035,139.3677183,1.944072384,0.928416378,0.948152165,0.923274665,0.919711462,50.46012339,12.43422583,13.37860087,11.33872868,57.95835394,23.83650098,30.90562812,4.352554847,60.01960063,5.07256817,13.97745194,20.11893979,69.43641813,2.188387381,0.415992146,3.593363133,4.94113125,6.208712691,8.285550518,-54.36136546,16.35227644,20.00341468,13.40688025
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,243.8530271,254.6710472,268.9673815,258.6202466,402.1342447,435.2391392,510.560984,407.2431952,25.16910278,90.18422545,103.1683651,94.7945823,0.886046681,0.844101122,0.825944174,0.917580983,50.19181231,9.954099363,15.57310696,0.989352013,8.322040461,6.873910614,10.77166714,10.21070302,49.17970313,6.718159583,8.349430902,12.01814045,36.21619599,3.225606322,2.254272573,1.235182248,16.23318635,18.35202402,7.664051722,-49.31143174,16.37539322,20.14002496,13.5074808
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,251.2143142,246.0772345,236.1303085,193.9780426,502.3364694,334.6254795,408.4326774,487.6690319,21.40870586,120.7968861,108.9448248,96.61636823,0.926238965,0.990124935,0.949116566,0.805933711,49.78952903,18.99239263,7.583918151,14.32529054,20.04414619,25.56160154,16.98348461,28.55826161,11.05140539,3.51411489,7.909601764,1.249637579,15.46783616,2.209292673,0.356696944,6.086720021,22.46496068,17.635707,1.97328347,-33.8576155,16.4310714,20.17072331,13.55044701
E_AA_Z_B_X_P0005_D4,9/20/2025 6:25,17,V1.0,220.915648,238.0239065,213.6387181,217.8840943,350.3695036,421.2774254,423.3145028,415.8934766,96.60154186,96.32335735,95.05653081,102.0918589,0.904258632,0.961612965,0.851953179,0.897183739,49.47734734,15.09815898,19.97064682,3.538519281,5.280488101,31.88627988,11.92168969,10.03579204,54.60680882,0.365993742,4.441343257,8.509695588,14.6960444,1.70650347,7.679666815,7.977254929,7.936289784,6.775488811,3.505266447,-62.24671173,16.44573942,20.32240889,13.59126936
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,259.2229645,178.3607038,222.6121601,246.3482056,302.0002746,384.0516291,284.3091143,410.6727301,94.70868125,100.1295086,105.1836724,102.245446,0.960239151,0.902161573,0.927233981,0.891376263,49.87382134,9.625798852,4.057502656,8.397168733,52.40151797,9.193242464,23.84361168,12.19555714,83.16663616,10.0653096,0.675770336,7.610966736,37.71864746,0.631499196,1.482563037,3.701624513,17.29211031,25.57521709,3.687129216,-85.09251916,16.59129919,20.55342732,13.69604338
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,220.788776,222.6153504,237.8584354,167.9145656,423.402524,372.752135,416.175377,416.4746573,107.0246878,91.41157277,104.4751059,103.7951998,0.894909798,0.574999088,0.74378703,0.971159581,50.40374842,23.33464259,11.5416317,11.54269399,34.99919066,10.37071975,19.03936979,6.813138021,43.59385281,6.84028459,5.015338678,7.245546459,50.54130264,0.357921151,12.57981526,7.922461156,3.992552822,6.076968207,3.857005155,-71.08221616,16.68851917,20.67452136,13.83643588
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,254.4344568,218.6849345,228.8265371,225.4132874,410.6547045,451.107453,436.1443568,322.7424336,92.33774177,109.4680143,105.3544169,109.7309513,0.923327113,0.85914489,0.845689046,0.879724837,49.72443584,19.97825119,12.61608117,12.17481804,12.92277215,19.80597139,30.87233862,25.35894123,59.13240606,10.18171296,14.76028615,3.145130248,9.354735154,7.649047095,2.268826549,5.84570015,5.987222692,27.46355362,2.078480707,-52.09619322,16.72441576,20.83877804,13.86242126
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,288.7176533,225.8439167,244.0203778,230.9353709,423.3579221,377.0499726,435.5698306,421.0047175,91.83219667,108.0140689,2.048894184,107.3596506,0.879852108,0.961522676,0.533920361,0.885280742,49.03010616,3.558796244,14.14418811,3.530968543,55.66845506,3.023783828,8.857085997,19.11172813,24.08860039,14.7004556,9.141181235,18.55373939,54.37046996,6.792294353,0.622932881,0.259337208,16.56627611,0.524400933,8.304351851,-32.02797906,16.87905035,20.90569082,14.01345034
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,221.2642613,222.3456517,221.3622808,248.2923304,412.6404075,373.4467319,412.2817537,500.9107364,102.5445659,95.3384445,4.889916502,101.2827053,0.991182547,0.893058703,0.879125611,0.938672112,50.03442621,17.03646945,20.67154186,14.97434228,6.838745131,30.21681648,31.62370809,28.09770315,54.11398282,9.068931108,11.41643614,13.13590736,25.14791918,7.795585022,0.430388533,5.695542678,5.535308862,14.12550314,9.407542373,-32.06269113,16.89804687,21.05600744,14.08330567
E_AA_Z_B_X_P0005_D4,9/20/2025 6:26,17,V1.0,290.1394293,216.7699762,233.1779492,249.3005915,451.9181075,427.5482201,352.0575269,417.0572341,105.7553897,90.58021731,91.28017959,107.4703243,0.966055966,0.841715249,0.996007097,0.706810131,49.78440196,22.58563716,9.372583897,26.9588743,21.63813031,2.511709241,1.749127127,27.56151824,38.43721052,23.65072709,15.21401554,8.736691439,16.49104008,2.876479509,0.755003828,12.38182875,6.278360942,8.970970363,7.239886117,-65.99742325,16.95815279,21.16277747,14.12911412
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,239.3172633,244.9546734,220.6213891,244.3335319,410.2858759,455.7989006,380.1510422,322.7634315,109.0819663,105.8616012,96.1795225,100.2816686,0.995252285,0.945349217,0.888348149,0.842936509,49.82526365,20.43118846,9.411148011,13.57359273,21.30680652,16.74651085,25.47130942,24.43551473,50.43754811,16.0531687,5.934854653,9.909654519,14.63960475,2.935772846,1.266453891,8.657185646,1.25891963,0.528385414,7.17292727,-88.18346732,17.01733836,21.30288177,14.16977969
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,285.4511929,227.3067928,160.3809635,230.7007048,374.1393334,418.8450324,424.5371459,405.8515589,97.94781149,90.36789033,91.06800383,1.502369908,0.971550499,0.917102137,0.989189168,0.950213965,49.31937805,23.59185493,24.69712404,5.6063263,15.99562846,17.58892981,16.81646032,26.15757937,18.35362291,5.509219404,17.57195143,13.31517161,68.66743191,2.424702828,7.969643875,4.563746882,20.48499844,2.157189439,1.267377739,-66.09245209,17.06177066,21.35386406,14.36052255
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,266.2322122,271.560819,255.451154,224.5838678,438.1269793,408.0484017,453.4075723,408.3235285,95.9343179,90.1327206,94.52108161,102.6889496,0.999239952,0.716656412,0.889389126,0.901198564,50.17485616,9.17789004,17.77924029,9.950681562,8.623715265,12.0266702,4.71345159,10.93345934,16.45275164,16.35768628,1.374441274,2.380125358,33.88261025,0.819630798,3.318982567,4.618918927,26.17526866,13.91737383,6.077174034,-86.37098637,17.08572543,21.39956614,14.45464092
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,235.5191565,225.9829973,254.910561,239.6827267,447.3134742,450.149879,415.4705685,426.8440728,90.13181589,91.40649253,94.42394096,134.5133804,0.907617288,0.933008829,0.830027934,0.859949092,50.00043028,5.548750557,16.72080479,13.48575197,76.15965505,14.56313004,27.14711145,1.877129582,6.386216273,11.42563107,11.02380269,28.86118257,9.395638785,2.080560442,2.336312722,1.664747893,0.617300512,3.549466971,2.190605413,-31.82859101,17.29728002,21.41730563,14.48073991
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,239.8520485,257.8175747,199.3095404,220.1611938,432.0460897,406.8505394,338.1483177,402.510119,106.0318308,96.2714037,100.5729692,100.8255251,0.919657427,0.978212655,0.989138066,0.810733861,50.25755989,23.58525756,20.94825265,16.89621413,15.41158838,10.81416834,1.72546715,27.7344924,25.50417198,2.021490204,20.54328741,10.860534,44.47553218,1.847585376,0.60545371,1.392658978,5.794537793,10.45909337,3.406493156,-84.56185756,17.34008999,21.48815056,14.60428306
E_AA_Z_B_X_P0005_D4,9/20/2025 6:27,17,V1.0,236.2934862,253.5467774,216.6194388,236.1399279,449.2784909,402.5977468,286.0181357,418.3914897,94.43235831,144.0114472,29.46535754,101.1352315,0.89104361,0.367469283,0.92615511,0.893361931,50.23529555,2.878795349,23.42555525,9.843778667,26.65745106,22.48426773,24.85179321,18.94837667,64.16881216,5.370123802,2.712999566,0.37810157,41.28284153,6.716469626,1.691407437,7.130725089,9.044207962,19.32648121,7.915675888,-63.06909641,17.41413847,21.66639726,14.71895762
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,215.7072601,174.7024656,161.9473081,238.5604267,390.0472947,437.965666,341.5666446,379.7966383,99.80922773,91.56298123,93.75011949,14.22915996,0.946141588,0.802400583,0.984398224,0.840151713,49.87269553,27.64374779,15.09500561,5.897493374,70.98394487,26.8901982,21.07700798,4.741129015,29.33724706,0.029687595,18.08923486,4.631364426,36.96729044,0.818919743,11.83480146,4.794847979,16.41529776,5.888280766,2.786355627,-61.95449234,17.61131609,21.74788961,14.82164453
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,221.8813263,262.7421065,246.6447549,238.0481287,389.4540518,502.5801454,452.9399842,405.1384465,97.02038139,96.83665558,66.12431883,116.8520694,0.891961766,0.98935967,0.812168555,0.941177819,50.09999472,17.12640822,29.97919536,26.1675293,42.32018877,27.84832564,12.09490195,0.684470427,7.374496923,4.944796257,3.241725195,21.41151277,26.39433049,0.788752049,13.92823616,1.857738769,14.32744278,6.806224709,12.49864042,-32.38670422,17.72887217,21.76837432,14.89496212
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,217.3374973,258.9943234,222.715279,259.1701488,285.2210463,489.2640257,438.2385613,414.4841074,102.1072952,103.3702774,91.22222412,109.3030514,0.886333706,0.672288632,0.916905091,0.873082893,49.68186294,9.457926091,8.130663591,17.15765431,26.80970496,9.526214847,31.96838483,28.07342037,42.88487072,1.060377819,12.55253386,19.44324412,49.00101138,4.170961905,6.444238977,4.378252434,3.645727609,0.564674481,0.054506757,-31.17545424,17.80334357,21.88749896,15.03107604
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,245.2525178,238.074299,245.8405399,196.066368,313.2355121,340.8888822,429.9427795,428.1554943,109.8995853,100.8951064,106.0334539,100.5880516,0.973094867,0.943689495,0.923674175,0.880338226,50.13579962,24.93283464,23.24925839,27.21675827,46.23365385,9.696106025,29.86543881,21.42190255,95.51624488,13.75128974,14.55013823,2.49449941,11.78523746,3.471829331,0.813601923,14.83807249,5.852012411,23.26623549,0.244665964,-75.91711682,17.93177039,22.15282187,15.06381281
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,275.3706335,243.5967991,263.2575453,290.1387681,446.7396874,419.8255188,384.921368,467.8584585,1.796615015,107.4034629,103.988347,98.45804823,0.997499915,0.846044691,0.909251685,0.952566914,50.0661717,12.58414346,27.52626941,10.72858491,61.44774188,0.813730986,4.039581923,28.11794844,53.79644579,9.27237549,18.29770334,18.36826265,50.2954754,5.595467013,0.389568815,1.201140136,5.940240016,3.35323062,5.192946943,-33.00207734,18.10245856,22.30225644,15.20352246
E_AA_Z_B_X_P0005_D4,9/20/2025 6:28,17,V1.0,299.5846966,250.483911,221.7071401,254.3552697,426.8297424,329.4197282,343.5145253,389.5686376,93.7254881,109.0057409,107.2463306,52.58879955,0.542993732,0.937461202,0.815540007,0.86854003,50.1316593,12.92571192,4.827015884,0.557047585,22.68022724,3.596869818,15.12057742,1.13217911,70.63296632,5.432065396,10.32858119,2.492383055,6.409209128,0.70811584,0.50655315,7.43160393,21.52914544,5.543198214,8.677866381,-35.23900958,18.16545919,22.49845912,15.22132582
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,263.7263346,271.3334775,234.154289,250.3992501,442.8210649,413.7614207,503.5422906,426.5226381,109.9645783,99.16432529,105.0012249,17.60745507,0.850436276,0.94736831,0.806112894,0.778809092,51.77000927,13.47335137,24.44853978,6.457117841,63.93400323,1.532212559,16.76084814,31.04053828,61.65001894,5.360584511,14.45963176,14.71749246,4.143411899,4.349500704,4.996295598,7.332187546,10.69770422,21.54675068,11.96658502,-82.35157323,18.34305365,22.66970917,15.2328353
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,259.3875106,242.1478392,223.9839198,226.9688617,482.5271384,360.9766434,341.5460681,404.66282,93.20235263,102.8507721,101.1365491,105.1694448,0.910541813,0.851741148,0.871158698,0.876163308,50.14453097,5.19907778,26.32138391,6.70190779,0.832484341,14.4177123,14.29718762,10.75661732,47.44854802,24.32211404,9.643328388,27.90273313,75.60454353,6.202107782,0.59384111,5.662954622,4.668460391,8.455413165,2.947816554,-32.30786466,18.3453661,22.8015107,15.44284792
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,245.0501403,265.8591952,236.9098668,242.2860287,447.3175006,441.0517989,497.1381752,428.2652605,101.6108996,94.57959441,144.8892413,148.9628997,0.863314404,0.310794039,0.896172532,0.866926298,49.63035405,0.966372503,10.09885459,6.96622104,39.27193608,28.71256951,12.86475725,5.591707422,38.26887838,16.16059614,13.37932069,13.66582554,46.89743954,5.350330671,2.663204813,0.76825811,8.170038063,21.64589364,22.7343121,-36.84449029,18.45445481,22.90781314,15.57311859
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,224.6209453,240.9084176,232.3057459,222.662659,436.742614,429.9936378,326.5743899,423.626901,96.79777556,96.12196299,103.1114915,107.0721639,0.905249207,0.949000092,0.81072158,0.959340062,49.84460305,9.734870133,10.03268225,22.32994738,19.76326863,0.928153937,8.076173355,30.74313063,42.74848406,17.28469459,11.46293106,17.66815712,38.35362826,1.962898561,9.240341404,5.578735523,3.437271386,12.54167112,10.31712081,-33.84881214,18.50935278,23.02655893,15.67965644
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,247.3438751,228.7237078,245.3781037,239.7490801,388.1892995,432.5589079,401.2617948,403.9204309,107.1277719,95.21584606,92.40525689,103.802768,0.987674353,0.966779373,0.713531612,0.747107243,50.12390058,2.612503021,19.01737444,23.35083371,66.78863524,29.89561734,18.99004962,9.536128685,75.8284856,5.696577033,5.254621281,13.12713375,19.08574811,14.90027827,1.289653875,4.565309286,6.681918661,4.883434293,9.535301978,-34.80651709,18.69487677,23.23719361,15.73267241
E_AA_Z_B_X_P0005_D4,9/20/2025 6:29,17,V1.0,257.5762662,201.3894525,228.9614698,257.776586,409.780073,400.8377727,390.437915,414.3339442,98.3137066,99.34850003,97.32656047,90.8929118,0.854156248,0.519302357,0.392995314,0.590054107,50.41260361,17.79876496,19.62328928,20.16035969,40.01751425,23.2341106,12.98092211,31.92693997,5.728941235,10.5972527,9.338679895,6.18916099,10.87062165,4.535986739,7.588928776,3.148653904,13.98261804,14.06596587,3.308654901,-54.28243696,18.80603653,23.25310733,15.76286858
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,231.0829209,257.773418,257.586952,242.147231,396.0222022,398.292944,455.3161048,455.9646688,95.91262033,95.12335999,94.51741791,95.89453379,0.899000364,0.896029028,0.964085584,0.940468488,48.04182719,5.021863232,22.61901313,3.289800945,71.38818827,15.91505728,27.92463307,8.016254349,74.97049904,15.16970088,11.87103404,16.08426259,27.18569923,4.482463248,3.933088138,0.919014328,22.90267052,9.615272082,5.535484387,-41.22260108,19.00433705,23.46135872,15.83838441
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,237.3338358,254.4148236,224.2745701,240.2855031,349.134013,328.7360442,398.3158808,428.5699475,106.1403411,80.43364022,92.89564573,2.651926876,0.878086192,0.876633343,0.986318192,0.879093616,50.48081358,27.88454985,15.54243284,7.598599704,71.19562094,4.581559838,23.8330099,25.74645476,71.12787227,0.263341583,17.82721556,1.917503959,41.19684005,5.34973843,1.610514183,4.079759476,1.337002634,13.63358274,6.159163117,-53.29086174,19.20210267,23.65893614,15.95282008
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,251.3040063,278.8064722,170.2875232,283.8690455,386.5446049,313.6889367,336.905887,415.6677105,106.5452115,107.4304079,107.0739045,101.9543112,0.906294448,0.909618936,0.996513905,0.809414548,49.53144265,6.365112716,25.14790707,6.436871383,20.86522287,5.649890285,31.607156,21.99176513,46.20898403,29.8437503,0.583645887,20.48875281,44.26231357,0.355109004,4.511684236,3.932213485,28.29966152,0.227352788,0.12170997,-40.12112842,19.26006162,23.78729443,16.07577095
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,234.9926301,242.20589,250.759992,227.1835171,510.8645308,378.3058421,376.7765145,325.6971732,96.91619421,99.55280063,106.6202967,92.77066977,0.875553006,0.959096676,0.940674399,0.83370287,49.62648967,20.853487,10.97175052,20.83040062,54.98089187,22.9811482,31.19761967,26.66431127,58.8609511,7.579340754,1.740668107,18.18319295,37.10842943,1.890750841,13.01930391,2.403609027,28.82277547,25.23835234,0.688793731,-31.0935677,19.41278632,23.95079707,16.17884992
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,204.7381934,217.0585352,247.3080464,254.9701966,409.999336,410.1063467,399.3873238,401.4891138,107.0439659,109.1930989,55.07105972,90.87102066,0.910344537,0.856711162,0.872525247,0.823753951,49.96029206,12.7043556,26.29777974,10.40452343,26.40548984,10.38638541,14.601773,9.352942198,3.018427041,16.0570115,2.0027754,7.058258101,16.32110137,2.352842016,4.591032759,8.110775349,9.339890884,8.163275525,3.994062027,-40.06503927,19.4861349,23.95918159,16.22418631
E_AA_Z_B_X_P0005_D4,9/20/2025 6:30,17,V1.0,230.8798343,185.6613623,233.7130907,248.2317391,405.0105051,419.6111879,302.3006668,417.8592858,99.76771285,139.2874136,127.0301453,12.84673085,0.8598491,0.987895073,0.842402296,0.959447244,50.21472646,1.065256743,24.12599384,13.5698532,49.69341048,23.75181772,11.54013048,23.60711191,86.16732562,13.93825942,26.45101465,5.130105549,36.54566716,5.76838227,1.046244431,2.395484833,14.26664116,13.90374055,3.766687856,-31.73901647,19.62417215,24.19853528,16.32570206
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,260.7760496,241.8986411,290.2530911,240.1208137,338.1345653,425.5527832,377.0720761,421.6522171,90.55800822,91.05691497,97.71609939,97.79085832,0.936761433,0.931710431,0.855252304,0.870189805,51.61543764,24.78590888,14.31536964,23.22648048,24.31174213,19.96294932,10.54294069,23.47511516,80.49862215,29.35317825,4.65412977,2.041086035,48.17417287,1.877657128,2.386762138,9.549099596,28.01904776,8.161752205,16.50447912,-33.02996616,19.69170477,24.42214256,16.4595192
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,239.4628213,223.5519837,239.789439,244.7693561,430.0284414,399.6758952,329.6044955,369.9219864,55.55999047,99.94417334,100.001168,140.4114575,0.963047179,0.990190834,0.978768033,0.873629369,50.28568827,14.70257594,18.09720247,23.42707325,19.64788124,8.716553264,4.509798637,8.237265007,72.83041203,6.899803089,28.98102959,7.274748986,28.68429987,6.915219411,10.1834388,5.711137621,1.086922387,23.05396773,6.959726441,-60.10750646,19.74628222,24.62444926,16.53919781
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,186.1249136,231.190201,255.3345265,296.3003853,496.9886479,442.2645111,435.5421,471.0380248,105.7217351,105.0239656,96.34677487,29.42739107,0.995173003,0.967762839,0.852432355,0.911898133,49.51303166,18.05786781,7.344145393,17.5824607,30.93498027,29.47447589,21.78734432,1.552653186,37.25417102,9.663180786,6.063231211,27.29570369,79.99132292,2.185978314,2.948463398,2.535551143,0.061640851,0.388339021,6.115426961,-82.9648065,19.83221272,24.72793307,16.76139593
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,248.1905624,224.5495531,240.6582905,267.5486892,382.6140256,434.6955977,484.181396,403.6505924,104.7110925,146.6642868,30.16793012,90.87869643,0.854732777,0.98315108,0.8559093,0.886514527,49.00072725,16.8120486,11.57397854,27.0412162,55.53423187,31.49682087,0.085253521,5.878881987,65.39069991,11.89873767,28.91912759,2.300538006,20.75328073,10.60469273,1.236905521,4.955919197,7.145647954,2.891031518,2.11884837,-64.18088755,19.98647447,24.9095739,16.81904393
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,222.6740349,256.3529809,234.8779792,232.0047544,435.0033467,407.3611291,379.2454297,406.5695697,90.37443733,92.03465878,106.4327777,90.46602315,0.998169442,0.908281873,0.931494896,0.813658896,50.02531571,16.37133385,22.32317333,9.018631338,37.68487564,3.284205118,24.64145192,15.36524394,63.92940204,2.299853027,9.000795643,8.171562157,15.77928652,2.936757836,3.924185447,7.210320516,22.26526283,3.40596115,3.353845799,-45.01783259,20.09115468,25.08715557,16.86287529
E_AA_Z_B_X_P0005_D4,9/20/2025 6:31,17,V1.0,223.4552984,235.2479123,230.7154598,233.933379,408.3730646,400.315749,424.9021918,408.9820426,91.32359932,101.7375509,109.4178771,18.43097731,0.896364206,0.896657908,0.926964339,0.98447806,49.77262276,19.13367174,27.5119097,8.88502624,76.51978174,10.35580491,23.74111452,16.41032387,73.38306596,15.41025467,3.989579991,4.307898494,33.90567972,12.66302992,3.031224525,3.073296942,11.53856129,10.16840554,1.479624481,-32.57687606,20.30370963,25.29099742,16.95705773
E_AA_Z_B_X_P0005_D4,9/20/2025 6:32,17,V1.0,246.1436895,260.4756062,219.275598,161.599719,400.6095528,413.0679011,498.6483824,422.7272053,10.05169019,92.80053579,104.8266366,94.48965393,0.990596884,0.940179138,0.897243116,0.828940452,49.8823196,22.05802059,26.61819866,25.54018184,36.60849772,23.81649631,20.1913601,30.30508814,55.96313533,3.663731217,8.494091581,11.55697115,8.47620866,1.239817663,0.698272867,6.366211846,20.79892167,12.30539123,17.176525,-32.66876446,20.40539991,25.44645058,16.98060275
E_AA_Z_B_X_P0005_D4,9/20/2025 6:32,17,V1.0,250.6138005,219.0230083,241.9026897,218.3079978,431.8445653,405.0353497,375.1834081,323.5502545,103.5841372,21.65049009,22.93268901,100.3605713,0.923466093,0.989051022,0.997438814,0.853597158,50.02061802,0.186566501,0.772496408,22.09305988,50.01955517,18.73389388,17.69828322,30.05995094,27.84340683,1.712014918,4.002638588,15.98849161,12.24589203,2.349959788,7.52580666,0.733183731,29.20820895,8.357171276,2.133253945,-49.34272753,20.54434311,25.52379337,17.01461912
E_AA_Z_B_X_P0005_D4,9/20/2025 6:32,17,V1.0,229.2775046,248.4702103,248.0873913,248.9086832,377.2085836,376.0565924,394.8435613,402.8371973,92.02327879,103.9892554,94.10798573,0.135519858,0.987324481,0.925779559,0.809685312,0.942032647,50.39535717,16.27916141,23.79031103,25.89929311,55.02906828,17.509734,16.32607158,15.36062248,14.36569462,12.94765025,2.549446996,5.62823753,15.73851542,1.722582519,3.772521753,5.658639652,0.865357995,27.02415947,9.998740253,-31.43013863,20.69720164,25.56369808,17.05833722
E_AA_Z_B_X_P0005_D4,9/20/2025 6:32,17,V1.0,251.7634315,236.1313638,204.4427802,198.4975351,375.6700574,420.7740671,380.9579966,412.6029122,99.43334908,101.2819143,98.23988806,90.65338687,0.987279169,0.909340154,0.458585831,0.882006846,50.85615373,6.72025497,22.60214587,22.42184735,32.86503065,8.00301228,6.068010788,7.326623153,25.05912685,20.66923091,3.421352695,3.361234668,36.51413614,2.651179111,3.487892384,5.46324642,10.79550842,9.027691765,5.474943323,-42.08233845,20.78849339,25.63330677,17.15976538
